Date,"Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Чугун_CFR Турция, $/т",Цена на арматуру
2021-05-10,27905.0,27155.0,27092.0,26104.0,28821.0,613.5,63500.0
2021-05-17,27865.0,27257.0,27165.0,26160.0,29010.0,665.0,67000.0
2021-05-24,28524.0,27865.0,27588.0,26709.0,29303.0,670.0,71900.0
2021-05-31,29326.0,28807.0,28134.0,27659.0,29809.0,667.5,71900.0
2021-06-07,29672.0,29278.0,28352.0,28162.0,30160.0,660.0,72500.0
2021-06-14,29561.0,29330.0,28373.0,28260.0,30148.0,653.5,74000.0
2021-06-21,29375.0,29190.0,28202.0,28003.0,30128.0,658.0,74000.0
2021-06-28,29065.0,28969.0,27807.0,27679.0,30111.0,652.5,74000.0
2021-07-05,27776.0,27889.0,26924.0,26892.0,29662.0,670.0,74000.0
2021-07-12,26909.0,27063.0,26257.0,25966.0,28463.0,667.5,73500.0
2021-07-19,26080.0,25804.0,25358.0,24734.0,27589.0,645.0,72500.0
2021-07-26,26272.0,26161.0,24725.0,24714.0,26726.0,637.5,71500.0
2021-08-02,26890.0,26351.0,24886.0,25089.0,26656.0,635.0,69500.0
2021-08-09,27101.0,26706.0,25215.0,25589.0,26812.0,592.5,66000.0
2021-08-16,27849.0,27356.0,25672.0,26472.0,26824.0,577.5,65000.0
2021-08-23,27941.0,27394.0,26077.0,26514.0,26890.0,562.5,63500.0
2021-08-30,28185.0,27420.0,25998.0,26654.0,26960.0,537.5,62000.0
2021-09-06,28241.0,27418.0,25879.0,26541.0,27339.0,537.5,59000.0
2021-09-13,28233.0,27219.0,25793.0,26413.0,27259.0,537.5,56500.0
2021-09-20,27854.0,26724.0,25523.0,26108.0,26988.0,537.5,55000.0
2021-09-27,27166.0,26251.0,25059.0,25488.0,26703.0,532.5,54000.0
2021-10-04,26784.0,25750.0,24722.0,25050.0,26496.0,534.0,56800.0
2021-10-11,26523.0,25604.0,24681.0,24896.0,26474.0,557.5,59000.0
2021-10-18,26086.0,25157.0,24534.0,24515.0,26537.0,565.0,64000.0
2021-10-25,26593.0,25936.0,25363.0,25359.0,27467.0,577.5,73000.0
2021-11-01,27708.0,27341.0,26648.0,26592.0,28334.0,580.0,77000.0
2021-11-08,28831.0,28389.0,27498.0,27446.0,28778.0,577.5,79000.0
2021-11-15,29339.0,28841.0,28006.0,28100.0,29351.0,582.5,78000.0
2021-11-22,30104.0,29662.0,28584.0,29015.0,30195.0,582.5,72500.0
2021-11-29,30914.0,30376.0,29414.0,29906.0,30842.0,571.5,64000.0
2021-12-06,31202.0,30713.0,29724.0,30184.0,31083.0,560.0,61500.0
2021-12-13,30750.0,30050.0,28958.0,29578.0,30275.0,545.0,60500.0
2021-12-20,29870.0,29447.0,28299.0,28862.0,29555.0,535.0,61500.0
2021-12-27,29631.0,28941.0,27848.0,28419.0,29024.0,535.0,62500.0
2022-01-03,29121.0,28566.0,27215.0,27969.0,28407.0,535.0,63500.0
2022-01-10,28826.0,28615.0,26977.0,27830.0,28802.0,530.0,63500.0
2022-01-17,29086.0,28751.0,27257.0,27934.0,28622.0,537.5,63700.0
2022-01-24,28955.0,28321.0,27140.0,27651.0,28389.0,545.0,62500.0
2022-01-31,29396.0,28816.0,27624.0,27972.0,28807.0,567.5,62900.0
2022-02-07,30752.0,30282.0,28859.0,29440.0,30078.0,582.5,65000.0
2022-02-14,32114.0,31346.0,29977.0,30598.0,31458.0,594.0,65500.0
2022-02-21,32898.0,32085.0,30930.0,31407.0,32417.0,615.0,69000.0
2022-02-28,33913.0,33041.0,31875.0,32437.0,33208.0,620.0,78000.0
2022-03-07,35186.0,34263.0,32402.0,32619.0,34466.0,722.5,77000.0
2022-03-14,32835.0,32912.0,31181.0,30755.0,33349.0,804.0,74000.0
2022-03-21,29971.0,29736.0,28228.0,28469.0,30238.0,785.0,67000.0
2022-03-28,27675.0,27559.0,26485.0,26492.0,28568.0,725.0,69500.0
2022-04-04,26916.0,26627.0,25185.0,25648.0,27411.0,725.0,69500.0
2022-04-11,26208.0,25989.0,24659.0,24910.0,27074.0,715.0,67500.0
2022-04-18,26943.0,26719.0,25352.0,25607.0,27984.0,695.0,64000.0
2022-04-25,29731.0,28891.0,28254.0,28030.0,30202.0,670.0,61500.0
2022-05-02,31615.0,30427.0,31376.0,29767.0,32061.0,615.0,58000.0
2022-05-09,32249.0,31017.0,31982.0,30523.0,32880.0,575.0,56000.0
2022-05-16,31462.0,30791.0,31548.0,30082.0,32910.0,530.0,54000.0
2022-05-23,29099.0,28480.0,29528.0,27356.0,30626.0,510.0,50000.0
2022-05-30,23603.0,21615.0,23798.0,21574.0,25964.0,485.0,46000.0
2022-06-06,21843.0,20122.0,18829.0,19499.0,23137.0,460.0,43500.0
2022-06-13,20112.0,18736.0,18445.0,17655.0,21258.0,450.0,42000.0
2022-06-20,18343.0,18221.0,17335.0,16963.0,20827.0,432.5,43000.0
2022-06-27,18306.0,17846.0,17107.0,16514.0,20230.0,390.0,44000.0
2022-07-04,18054.0,17223.0,17134.0,16006.0,19477.0,390.0,45000.0
2022-07-11,18268.0,17148.0,16544.0,15790.0,19166.0,420.0,45500.0
2022-07-18,20207.0,18308.0,17103.0,16212.0,19955.0,455.0,47000.0
2022-07-25,21962.0,20147.0,18040.0,17776.0,20489.0,475.0,47500.0
2022-08-01,23751.0,21835.0,19731.0,19730.0,22020.0,435.0,47500.0
2022-08-08,25568.0,23534.0,22180.0,21650.0,24183.0,420.0,49000.0
2022-08-15,26015.0,23841.0,22858.0,22016.0,24832.0,430.0,47500.0
2022-08-22,25881.0,24239.0,22884.0,22324.0,24946.0,430.0,46500.0
2022-08-29,25793.0,24231.0,22530.0,22250.0,24924.0,410.0,46000.0
2022-09-05,24677.0,23357.0,22383.0,21498.0,24665.0,400.0,46000.0
2022-09-12,24588.0,22647.0,21766.0,21004.0,24300.0,390.0,46000.0
2022-09-19,24568.0,22518.0,21340.0,20865.0,24178.0,390.0,46000.0
2022-09-26,24349.0,22726.0,21207.0,20763.0,24155.0,395.0,45500.0
2022-10-03,24524.0,22719.0,21294.0,20652.0,24239.0,420.0,45500.0
2022-10-10,24418.0,22662.0,21285.0,20551.0,24246.0,432.5,45000.0
2022-10-17,24277.0,22585.0,21123.0,20338.0,24176.0,427.5,44000.0
2022-10-24,24351.0,22558.0,21143.0,20665.0,24203.0,422.5,43000.0
2022-10-31,23600.0,22220.0,20740.0,20021.0,23860.0,407.5,42000.0
2022-11-07,22248.0,21481.0,20630.0,18986.0,22976.0,400.0,41500.0
2022-11-14,21319.0,20399.0,18825.0,18023.0,21898.0,387.5,41000.0
2022-11-21,21096.0,19835.0,18403.0,17733.0,21532.0,380.0,40000.0
2022-11-28,20975.0,19843.0,18069.0,17629.0,21227.0,382.5,40000.0
2022-12-05,20253.0,19746.0,17981.0,17000.0,20770.0,392.5,40500.0
2022-12-12,20174.0,19435.0,17668.0,16939.0,20444.0,392.5,41700.0
2022-12-19,19973.0,19341.0,17384.0,16962.0,20072.0,392.5,41700.0
2022-12-26,19988.0,19386.0,17035.0,16999.0,19730.0,400.0,42500.0
2023-01-02,20090.0,19412.0,17009.0,17045.0,19743.0,402.5,42700.0
2023-01-09,20700.0,19581.0,16537.0,17360.0,20566.0,422.5,42700.0
2023-01-16,21951.0,20288.0,18012.0,18415.0,20764.0,448.5,42700.0
2023-01-23,23307.0,21626.0,19384.0,19702.0,21449.0,452.5,42800.0
2023-01-30,24553.0,23110.0,20519.0,21036.0,22424.0,442.5,42800.0
2023-02-06,25587.0,23784.0,21336.0,21794.0,23780.0,477.5,44500.0
2023-02-13,25741.0,24100.0,22626.0,22058.0,24807.0,457.5,44500.0
2023-02-20,25837.0,24184.0,23297.0,22134.0,25635.0,465.0,46000.0
2023-02-27,25814.0,24047.0,23404.0,22039.0,26010.0,455.0,49200.0
2023-03-06,25821.0,24055.0,24078.0,22056.0,26555.0,467.5,53700.0
2023-03-13,26750.0,25021.0,24550.0,23004.0,27052.0,475.0,55500.0
