Date,"Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС",Цена на арматуру
2016-12-12,245.0,14417.0,12144.0,14492.0,81.0,285.5,87.0,259.0,230.0,275.0,270.0,13335.0,13600.0,310.0,3175.0,16800.0,4600.0,249.5,14300.0,267.0,312.0,297.5,3303.0,2129.0,22.0,33500.0
2016-12-19,251.0,15094.0,13327.0,15385.0,82.0,285.5,88.0,270.0,255.0,300.0,285.0,14171.0,14403.0,315.0,3175.0,16800.0,4600.0,249.5,14942.0,279.0,312.0,297.5,3303.0,2129.0,22.0,33000.0
2016-12-26,259.0,15561.0,13377.0,15869.0,80.0,285.5,86.0,283.0,263.0,300.0,285.0,14354.0,14969.0,310.0,3175.0,16800.0,4600.0,249.5,15269.0,292.0,312.0,297.5,3848.0,2696.0,22.0,32500.0
2017-01-02,259.0,16085.0,13393.0,15878.0,80.0,285.5,86.0,283.0,263.0,300.0,285.0,14467.0,15046.0,310.0,3175.0,16800.0,4600.0,249.5,15323.0,292.0,312.0,297.5,3848.0,2696.0,22.0,33750.0
2017-01-09,259.0,15579.0,13553.0,15705.0,78.0,285.5,104.0,283.0,263.0,300.0,285.0,14420.0,15038.0,310.0,3975.0,20850.0,5200.0,249.5,15322.0,292.0,312.0,297.5,3848.0,2696.0,22.0,33750.0
2017-01-16,256.0,16093.0,13449.0,15861.0,80.0,285.5,104.0,280.0,260.0,300.0,281.0,14583.0,15072.0,310.0,3975.0,20850.0,5200.0,249.5,15312.0,288.0,312.0,297.5,3848.0,2696.0,22.0,33750.0
2017-01-23,249.0,15659.0,13468.0,15838.0,82.0,285.5,104.5,275.0,253.0,300.0,277.0,14478.0,14887.0,315.0,3975.0,20850.0,5200.0,249.5,15315.0,280.0,312.0,297.5,3848.0,2696.0,22.0,33750.0
2017-01-30,219.0,15439.0,13396.0,15868.0,82.0,285.5,104.5,246.0,223.0,280.0,265.0,14480.0,14812.0,300.0,3975.0,20850.0,5200.0,249.5,15328.0,250.0,312.0,297.5,4886.0,3813.0,29.0,33000.0
2017-02-06,206.0,15233.0,13426.0,15642.0,83.0,285.5,104.5,235.0,209.0,280.0,265.0,14685.0,14607.0,290.0,3775.0,20850.0,5025.0,249.5,15303.0,235.0,312.0,297.5,4886.0,3813.0,29.0,32600.0
2017-02-13,222.0,14945.0,13381.0,15229.0,83.0,285.5,104.5,246.0,222.0,313.0,265.0,14280.0,14201.0,310.0,3775.0,20850.0,5025.0,249.5,15412.0,251.0,312.0,297.5,4886.0,3813.0,29.0,32000.0
2017-02-20,246.0,14799.0,13348.0,14854.0,91.0,312.5,111.5,270.0,245.0,313.0,280.0,14234.0,13780.0,328.0,3775.0,20850.0,5025.0,249.5,15315.0,275.0,325.0,315.0,4886.0,3813.0,29.0,31300.0
2017-02-27,254.0,14729.0,13155.0,14506.0,93.0,322.5,114.0,277.0,252.0,320.0,280.0,13702.0,13357.0,340.0,3775.0,20850.0,5025.0,249.5,14552.0,282.0,345.0,343.0,4827.0,3794.0,32.0,30300.0
2017-03-06,259.0,14708.0,13098.0,14184.0,92.0,352.5,117.5,280.0,255.0,335.0,285.0,12842.0,13070.0,360.0,3925.0,20850.0,5175.0,249.5,13624.0,285.0,370.0,362.5,4827.0,3794.0,32.0,30500.0
2017-03-13,269.0,14310.0,12284.0,13438.0,87.0,372.5,115.5,287.0,271.0,355.0,290.0,12538.0,12744.0,365.0,3925.0,20850.0,5175.0,249.5,13321.0,299.0,370.0,362.5,4827.0,3794.0,32.0,30700.0
2017-03-20,268.0,14112.0,12269.0,13515.0,91.0,387.5,117.5,285.0,270.0,390.0,287.0,12330.0,12395.0,385.0,3925.0,20850.0,5175.0,249.5,13198.0,298.0,386.5,398.5,4827.0,3794.0,32.0,30600.0
2017-03-27,250.0,13877.0,11824.0,13479.0,86.0,387.5,115.5,265.0,257.0,390.0,280.0,12385.0,12440.0,395.0,3925.0,20850.0,5175.0,249.5,13263.0,276.0,386.5,387.5,5189.0,3889.0,36.0,30400.0
2017-04-03,241.0,13792.0,11814.0,13477.0,81.0,377.5,112.5,255.0,249.0,380.0,280.0,12348.0,12408.0,390.0,3925.0,20850.0,5175.0,249.5,13316.0,267.0,390.0,367.5,5189.0,3889.0,36.0,29800.0
2017-04-10,247.0,13543.0,11738.0,13400.0,79.0,372.5,111.5,260.0,255.0,370.0,280.0,12384.0,12281.0,390.0,4175.0,21250.0,5825.0,249.5,13269.0,275.0,380.0,362.5,5189.0,3889.0,36.0,29500.0
2017-04-17,246.0,13631.0,11707.0,13392.0,71.0,372.5,104.5,258.0,254.0,370.0,275.0,12310.0,12245.0,387.0,4175.0,21250.0,5825.0,249.5,13199.0,274.0,392.0,362.5,5189.0,3889.0,36.0,28200.0
2017-04-24,238.0,13731.0,11652.0,13268.0,65.0,372.5,102.5,249.0,243.0,365.0,275.0,12225.0,12192.0,385.0,4175.0,21250.0,5825.0,249.5,13215.0,265.0,382.5,362.5,5189.0,3889.0,36.0,27500.0
2017-05-01,238.0,13742.0,11580.0,13298.0,68.0,367.5,103.5,246.0,239.0,365.0,270.0,12235.0,12230.0,375.0,4175.0,21250.0,5825.0,249.5,13174.0,263.0,387.5,342.5,5528.0,4304.0,38.0,26500.0
2017-05-08,252.0,13627.0,11576.0,13275.0,66.0,368.5,87.5,257.0,250.0,365.0,275.0,12270.0,12189.0,370.0,3525.0,18500.0,4950.0,249.5,13211.0,274.0,377.5,342.5,5528.0,4304.0,38.0,26300.0
2017-05-15,251.0,13442.0,11599.0,13168.0,60.0,365.0,82.0,255.0,249.0,365.0,275.0,12273.0,12170.0,370.0,3525.0,18500.0,4950.0,249.5,13209.0,273.0,377.5,342.5,5528.0,4304.0,38.0,26300.0
2017-05-22,250.0,13558.0,11566.0,13095.0,62.0,360.0,83.0,255.0,248.0,365.0,275.0,12302.0,12107.0,365.0,3525.0,18500.0,4950.0,249.5,13157.0,273.0,375.0,342.5,5528.0,4304.0,38.0,26200.0
2017-05-29,246.0,13576.0,11547.0,13080.0,60.0,352.5,82.0,253.0,247.0,365.0,270.0,12298.0,12017.0,360.0,3525.0,18500.0,4950.0,249.5,13136.0,271.0,367.5,347.5,4702.0,3753.0,39.0,26150.0
2017-06-05,246.0,13563.0,11542.0,12995.0,57.0,355.0,76.5,253.0,247.0,365.0,265.0,12152.0,11896.0,360.0,2797.5,18250.0,4110.0,249.5,12885.0,271.0,347.5,342.5,4702.0,3753.0,39.0,26150.0
2017-06-12,247.0,13437.0,11564.0,12815.0,56.0,345.0,75.5,253.0,248.0,350.0,265.0,12029.0,11708.0,355.0,2797.5,18250.0,4110.0,248.5,12828.0,272.0,347.5,342.5,4702.0,3753.0,39.0,26150.0
2017-06-19,249.0,13389.0,11545.0,12826.0,54.0,345.0,75.5,254.0,250.0,350.0,265.0,11762.0,11668.0,350.0,2797.5,18250.0,4110.0,250.0,12575.0,274.0,345.0,332.5,4702.0,3753.0,39.0,26350.0
2017-06-26,253.0,12917.0,11552.0,12821.0,56.0,344.5,77.0,256.0,254.0,345.0,265.0,11580.0,11677.0,345.0,2797.5,18250.0,4110.0,252.5,12376.0,280.0,345.0,332.5,3881.0,3014.0,39.0,26550.0
2017-07-03,262.0,12932.0,11545.0,12814.0,61.0,345.5,85.0,267.0,263.0,340.0,275.0,11609.0,11715.0,340.0,2797.5,18250.0,4110.0,252.5,12369.0,288.0,345.0,332.5,3881.0,3014.0,39.0,26650.0
2017-07-10,270.0,12925.0,11119.0,12808.0,63.0,355.5,89.5,271.0,270.0,345.0,280.0,11568.0,11695.0,350.0,2440.0,18250.0,3450.0,269.0,12478.0,295.0,352.5,342.5,3881.0,3014.0,39.0,28000.0
2017-07-17,271.0,13107.0,11124.0,12803.0,65.0,357.5,91.5,273.0,273.0,345.0,290.0,11583.0,11663.0,350.0,2440.0,18250.0,3450.0,269.0,12606.0,297.0,352.5,342.5,3881.0,3014.0,39.0,28800.0
2017-07-24,273.0,13301.0,11608.0,12766.0,68.0,362.5,92.5,275.0,278.0,350.0,290.0,11938.0,11862.0,350.0,2440.0,18250.0,3450.0,275.0,12999.0,302.0,360.0,350.0,3881.0,3014.0,39.0,29400.0
2017-07-31,292.0,13492.0,11696.0,13137.0,69.0,367.5,92.5,295.0,290.0,355.0,303.0,12038.0,12253.0,360.0,2440.0,18250.0,3450.0,287.5,13145.0,320.0,362.5,360.0,3336.0,2577.0,32.0,29400.0
2017-08-07,305.0,13519.0,11891.0,13841.0,73.0,366.0,95.0,310.0,303.0,355.0,308.0,12200.0,12697.0,355.0,2860.0,18850.0,3925.0,297.5,13401.0,328.0,362.5,362.5,3336.0,2577.0,32.0,30900.0
2017-08-14,325.0,13960.0,12226.0,14104.0,76.0,375.0,96.0,327.0,320.0,355.0,330.0,12366.0,13033.0,360.0,2860.0,18850.0,3925.0,302.5,13482.0,345.0,367.5,365.0,3336.0,2577.0,32.0,33900.0
2017-08-21,330.0,15507.0,12256.0,14648.0,74.0,375.0,95.0,336.0,329.0,360.0,340.0,13013.0,13535.0,365.0,2860.0,18850.0,3925.0,317.5,13638.0,355.0,375.0,365.0,3336.0,2577.0,32.0,35900.0
2017-08-28,333.0,16541.0,12924.0,15876.0,78.0,385.0,97.0,339.0,332.0,363.0,340.0,14149.0,14841.0,375.0,2860.0,18850.0,3925.0,342.5,14904.0,358.0,382.5,370.0,3775.0,2771.0,32.0,36800.0
2017-09-04,330.0,16341.0,13529.0,16179.0,77.0,390.0,96.5,336.0,330.0,375.0,353.0,14285.0,15142.0,380.0,2860.0,18850.0,3925.0,342.5,15177.0,356.0,387.5,370.0,3775.0,2771.0,32.0,38600.0
2017-09-11,331.0,16411.0,13732.0,16271.0,77.0,390.0,94.0,339.0,327.0,375.0,352.0,14533.0,15267.0,380.0,3305.0,19350.0,4540.0,342.5,15466.0,356.0,387.5,370.0,3775.0,2771.0,32.0,39600.0
2017-09-18,326.0,17060.0,14888.0,16676.0,74.0,386.5,92.5,336.0,315.0,375.0,352.0,15355.0,15732.0,380.0,3305.0,19350.0,4540.0,337.5,16078.0,352.0,387.5,370.0,3775.0,2771.0,32.0,38800.0
2017-09-25,305.0,17450.0,15634.0,17238.0,67.0,375.0,90.5,321.0,305.0,370.0,352.0,15692.0,16167.0,375.0,3305.0,19350.0,4540.0,327.5,16597.0,330.0,382.5,365.0,3775.0,2771.0,32.0,38800.0
2017-10-02,280.0,17386.0,15517.0,17228.0,63.0,357.5,89.0,290.0,265.0,333.0,345.0,15692.0,16221.0,345.0,3305.0,19350.0,4540.0,295.0,16696.0,305.0,365.0,345.0,4367.0,3291.0,32.0,37500.0
2017-10-09,275.0,17575.0,15386.0,17167.0,62.0,350.0,102.5,285.0,260.0,333.0,325.0,15697.0,16257.0,345.0,3370.0,20650.0,4630.0,292.5,16546.0,300.0,355.0,345.0,4367.0,3291.0,32.0,37000.0
2017-10-16,280.0,17256.0,15201.0,16933.0,60.0,351.5,97.5,290.0,265.0,327.0,325.0,16029.0,16006.0,340.0,3370.0,20650.0,4630.0,277.5,16804.0,307.0,340.0,342.5,4367.0,3291.0,32.0,35800.0
2017-10-23,285.0,17141.0,15301.0,16898.0,61.0,352.5,100.0,286.0,261.0,327.0,323.0,15815.0,15961.0,340.0,3370.0,20650.0,4630.0,277.5,16719.0,303.0,350.0,342.5,4367.0,3291.0,32.0,33800.0
2017-10-30,273.0,16555.0,14522.0,16484.0,61.0,355.0,100.0,286.0,261.0,336.0,323.0,15028.0,15416.0,340.0,3370.0,20650.0,4630.0,277.5,16126.0,302.0,351.5,342.5,4532.0,3374.0,34.0,31500.0
2017-11-06,279.0,16255.0,14274.0,16141.0,60.0,355.0,105.0,290.0,265.0,336.0,323.0,14445.0,14958.0,340.0,2750.0,20000.0,3800.0,277.5,15713.0,309.0,351.5,342.5,4532.0,3374.0,34.0,30000.0
2017-11-13,275.0,16093.0,14146.0,15769.0,63.0,352.5,106.5,283.0,260.0,336.0,330.0,14316.0,14552.0,337.0,2750.0,20000.0,3800.0,282.5,15601.0,304.0,347.5,342.5,4532.0,3374.0,34.0,32500.0
2017-11-20,277.0,15222.0,14170.0,15327.0,62.0,352.5,106.5,293.0,266.0,330.0,330.0,13691.0,14246.0,340.0,2750.0,20000.0,3800.0,282.5,15328.0,310.0,347.5,342.5,4532.0,3374.0,34.0,32500.0
2017-11-27,285.0,15389.0,14017.0,14970.0,65.0,352.5,107.5,296.0,272.0,325.0,340.0,13724.0,13932.0,335.0,2750.0,20000.0,3800.0,295.0,15192.0,315.0,343.5,342.5,3741.0,2749.0,34.0,32000.0
2017-12-04,301.0,15415.0,14013.0,14882.0,68.0,355.5,109.0,300.0,270.0,330.0,345.0,13599.0,13758.0,335.0,2750.0,20000.0,3800.0,302.5,15040.0,329.0,347.5,347.5,3741.0,2749.0,34.0,31500.0
2017-12-11,320.0,15320.0,13972.0,14759.0,70.0,366.0,110.0,315.0,285.0,350.0,355.0,13580.0,13604.0,355.0,2740.0,20000.0,3780.0,305.0,15028.0,345.0,367.5,375.0,3741.0,2749.0,34.0,31700.0
2017-12-18,320.0,15321.0,13918.0,14768.0,70.0,363.5,110.0,317.0,295.0,350.0,355.0,13632.0,13605.0,355.0,2740.0,20000.0,3780.0,305.0,15024.0,352.0,372.5,375.0,3741.0,2749.0,34.0,31800.0
2017-12-25,333.0,15297.0,14052.0,14722.0,74.0,375.0,112.0,335.0,315.0,355.0,380.0,13502.0,13567.0,360.0,2740.0,20000.0,3780.0,337.5,14803.0,360.0,377.5,385.0,3741.0,2749.0,34.0,34600.0
2018-01-01,335.0,15154.0,14322.0,14666.0,73.0,380.0,112.0,340.0,320.0,360.0,385.0,13606.0,13550.0,365.0,2740.0,20000.0,3780.0,337.5,14844.0,365.0,380.0,385.0,3742.0,2740.0,36.0,35600.0
2018-01-08,340.0,14898.0,14088.0,14478.0,76.0,382.5,113.0,345.0,320.0,360.0,390.0,13583.0,13424.0,365.0,3350.0,20300.0,4250.0,337.5,14727.0,370.0,380.0,387.5,3742.0,2740.0,36.0,35600.0
2018-01-15,340.0,14887.0,14081.0,14604.0,79.0,387.5,114.5,345.0,325.0,380.0,380.0,13598.0,13461.0,380.0,3350.0,20300.0,4875.0,340.0,14888.0,372.0,397.5,387.5,3742.0,2740.0,36.0,35600.0
2018-01-22,330.0,14846.0,14367.0,14700.0,76.0,382.5,111.5,338.0,317.0,380.0,380.0,13641.0,13544.0,380.0,3350.0,20300.0,4875.0,325.0,14965.0,360.0,400.0,382.5,3742.0,2740.0,36.0,35300.0
2018-01-29,325.0,15065.0,14359.0,14810.0,75.0,376.0,110.5,330.0,312.0,370.0,360.0,13594.0,13498.0,365.0,3350.0,20300.0,4875.0,315.0,14927.0,353.0,397.5,372.5,4239.0,3100.0,33.0,34500.0
2018-02-05,317.0,14993.0,14347.0,15065.0,72.0,372.5,110.5,318.0,300.0,370.0,360.0,13917.0,13826.0,370.0,3575.0,20550.0,5075.0,315.0,15211.0,348.0,392.5,367.5,4239.0,3100.0,33.0,33700.0
2018-02-12,317.0,14826.0,14166.0,15431.0,76.0,367.5,112.5,320.0,300.0,370.0,350.0,13967.0,14201.0,365.0,3575.0,20550.0,5075.0,315.0,15139.0,348.0,390.0,352.5,4239.0,3100.0,33.0,34000.0
2018-02-19,322.0,14967.0,14583.0,15618.0,78.0,363.5,113.5,325.0,303.0,360.0,350.0,14272.0,14413.0,360.0,3575.0,20550.0,5075.0,312.5,15390.0,353.0,382.5,357.5,4239.0,3100.0,33.0,33900.0
2018-02-26,320.0,15240.0,14657.0,15976.0,78.0,369.0,113.5,335.0,305.0,373.0,375.0,14739.0,14665.0,365.0,3575.0,20550.0,5075.0,322.5,15580.0,358.0,381.0,360.0,4666.0,3414.0,37.0,32700.0
2018-03-05,326.0,15496.0,14965.0,16356.0,79.0,382.5,113.5,337.0,315.0,375.0,385.0,15040.0,15231.0,370.0,3675.0,20550.0,5045.0,327.5,15836.0,364.0,387.5,372.5,4666.0,3414.0,37.0,32900.0
2018-03-12,335.0,15536.0,15567.0,16731.0,73.0,387.5,111.0,350.0,325.0,380.0,400.0,15040.0,15612.0,380.0,3675.0,20550.0,5045.0,327.5,16001.0,375.0,395.0,385.0,4666.0,3414.0,37.0,33300.0
2018-03-19,335.0,16989.0,15440.0,17007.0,70.0,407.5,108.5,350.0,325.0,390.0,405.0,15271.0,15775.0,395.0,3675.0,20550.0,5045.0,335.0,16421.0,374.0,402.5,390.0,4666.0,3414.0,37.0,33600.0
2018-03-26,333.0,17904.0,15583.0,17211.0,67.0,407.5,105.5,350.0,323.0,395.0,405.0,15404.0,16100.0,395.0,3675.0,20550.0,5045.0,340.0,16692.0,370.0,411.0,390.0,4566.0,3464.0,38.0,34800.0
2018-04-02,333.0,18226.0,15729.0,17710.0,64.0,400.0,102.0,350.0,322.0,395.0,395.0,16012.0,16612.0,397.0,3675.0,20550.0,5045.0,337.5,16921.0,366.0,415.0,385.0,4566.0,3464.0,38.0,36100.0
2018-04-09,330.0,18965.0,15925.0,17974.0,64.0,400.0,102.0,345.0,317.0,395.0,375.0,16221.0,17000.0,397.0,3685.0,20750.0,5040.0,337.5,17321.0,356.0,415.0,385.0,4566.0,3464.0,38.0,36100.0
2018-04-16,329.0,18828.0,15954.0,17992.0,65.0,394.0,102.0,343.0,314.0,395.0,375.0,16346.0,16988.0,397.0,3685.0,20750.0,5040.0,337.5,17409.0,354.0,415.0,385.0,4566.0,3464.0,38.0,35900.0
2018-04-23,320.0,18827.0,16016.0,17939.0,66.0,389.0,104.0,330.0,303.0,390.0,375.0,16544.0,17036.0,395.0,3685.0,20750.0,5040.0,332.5,17567.0,345.0,410.0,382.5,4566.0,3464.0,38.0,35900.0
2018-04-30,325.0,18772.0,16159.0,17862.0,67.0,386.0,105.0,335.0,308.0,385.0,360.0,16374.0,16988.0,390.0,3685.0,20750.0,5040.0,332.5,17628.0,350.0,405.0,372.5,4830.0,3511.0,41.0,36400.0
2018-05-07,325.0,18781.0,16135.0,17790.0,66.0,385.0,104.0,327.0,314.0,385.0,360.0,16330.0,16856.0,385.0,3350.0,21250.0,4525.0,340.0,17642.0,354.0,402.5,372.5,4830.0,3511.0,41.0,37900.0
2018-05-14,325.0,18581.0,16218.0,17681.0,67.0,387.5,105.0,327.0,314.0,390.0,365.0,16412.0,16787.0,385.0,3350.0,21250.0,4525.0,340.0,17623.0,358.0,407.5,382.5,4830.0,3511.0,41.0,37700.0
2018-05-21,318.0,18147.0,16191.0,17703.0,67.0,390.0,105.0,327.0,310.0,395.0,365.0,16395.0,16674.0,390.0,3350.0,21250.0,4525.0,342.5,17570.0,349.0,410.0,382.5,4830.0,3511.0,41.0,37900.0
2018-05-28,312.0,17797.0,16155.0,17678.0,64.0,397.5,102.0,327.0,303.0,398.0,365.0,16394.0,16597.0,390.0,3350.0,21250.0,4525.0,342.5,17518.0,341.0,410.0,382.5,4238.0,3241.0,37.0,37900.0
2018-06-04,305.0,17669.0,16170.0,17702.0,64.0,382.5,102.0,320.0,295.0,398.0,360.0,16468.0,16544.0,390.0,3350.0,21250.0,4525.0,340.0,17571.0,333.0,410.0,372.5,4238.0,3241.0,37.0,37600.0
2018-06-11,312.0,17475.0,16432.0,17499.0,65.0,387.5,107.5,320.0,308.0,398.0,355.0,16515.0,16362.0,390.0,3525.0,21250.0,4850.0,342.5,17543.0,340.0,410.0,380.0,4238.0,3241.0,37.0,37400.0
2018-06-18,320.0,17846.0,16604.0,17479.0,66.0,397.5,108.5,325.0,320.0,395.0,357.0,16337.0,16346.0,390.0,3525.0,21250.0,4850.0,342.5,17369.0,348.0,410.0,387.5,4238.0,3241.0,37.0,37400.0
2018-06-25,326.0,17994.0,16492.0,17279.0,64.0,400.0,106.5,333.0,325.0,397.0,357.0,16180.0,16108.0,393.0,3525.0,21250.0,4850.0,342.5,17325.0,354.0,411.0,387.5,4238.0,3241.0,37.0,37100.0
2018-07-02,326.0,17826.0,16331.0,17161.0,64.0,400.0,109.5,333.0,324.0,397.0,357.0,15945.0,15923.0,393.0,3525.0,21250.0,4850.0,342.5,17195.0,354.0,412.5,387.5,4492.0,3463.0,37.0,37100.0
2018-07-09,323.0,18064.0,16070.0,17153.0,63.0,407.5,110.5,333.0,321.0,400.0,357.0,15922.0,15963.0,400.0,3275.0,23000.0,5000.0,342.5,17273.0,350.0,412.5,385.0,4492.0,3463.0,37.0,37200.0
2018-07-16,314.0,18071.0,16424.0,17428.0,63.0,412.5,110.5,323.0,311.0,395.0,357.0,16101.0,16200.0,400.0,3275.0,23000.0,5000.0,330.0,17405.0,341.0,410.0,385.0,4492.0,3463.0,37.0,37800.0
2018-07-23,312.0,18134.0,16531.0,17657.0,64.0,412.5,114.0,323.0,305.0,390.0,355.0,16133.0,16413.0,395.0,3275.0,23000.0,5000.0,330.0,17443.0,339.0,410.0,385.0,4492.0,3463.0,37.0,37500.0
2018-07-30,309.0,18380.0,16630.0,17752.0,67.0,410.0,117.0,320.0,298.0,390.0,355.0,16194.0,16515.0,395.0,3275.0,23000.0,5000.0,330.0,17473.0,335.0,410.0,385.0,4828.0,3588.0,40.0,37500.0
2018-08-06,305.0,18412.0,16711.0,17956.0,67.0,407.5,117.0,317.0,303.0,385.0,350.0,16283.0,16721.0,395.0,3585.0,23000.0,4987.5,327.5,17546.0,330.0,405.0,395.0,4828.0,3588.0,40.0,39400.0
2018-08-13,299.0,18665.0,16881.0,18143.0,69.0,402.5,119.0,305.0,288.0,385.0,350.0,16515.0,16914.0,390.0,3585.0,23000.0,4987.5,322.5,17588.0,323.0,402.5,380.0,4828.0,3588.0,40.0,39650.0
2018-08-20,287.0,18747.0,16935.0,18228.0,68.0,395.0,118.0,287.0,263.0,375.0,350.0,16773.0,16967.0,380.0,3585.0,23000.0,4987.5,317.5,17649.0,310.0,400.0,370.0,4828.0,3588.0,40.0,40750.0
2018-08-27,274.0,18675.0,16914.0,18522.0,67.0,390.0,118.0,279.0,279.0,375.0,350.0,16810.0,17247.0,377.0,3585.0,23000.0,4987.5,317.5,17663.0,297.0,397.5,370.0,5202.0,3667.0,43.0,43100.0
2018-09-03,285.0,18833.0,17490.0,18821.0,66.0,390.0,122.5,285.0,284.0,375.0,343.0,17329.0,17608.0,377.0,3585.0,23000.0,4987.5,320.0,18397.0,310.0,397.5,370.0,5202.0,3667.0,43.0,48700.0
2018-09-10,295.0,19051.0,17636.0,19185.0,67.0,387.5,125.0,295.0,284.0,370.0,343.0,17601.0,17924.0,375.0,3850.0,23000.0,6075.0,320.0,18508.0,317.0,392.5,372.5,5202.0,3667.0,43.0,48850.0
2018-09-17,295.0,19289.0,17737.0,19615.0,69.0,386.5,126.0,297.0,292.0,370.0,343.0,17962.0,18322.0,373.0,3850.0,23000.0,6075.0,320.0,18833.0,319.0,387.5,372.5,5202.0,3667.0,43.0,48350.0
2018-09-24,300.0,19542.0,17768.0,19773.0,69.0,386.5,126.0,297.0,292.0,370.0,343.0,18212.0,18517.0,373.0,3850.0,23000.0,6075.0,322.5,18994.0,324.0,385.0,375.0,5202.0,3667.0,43.0,44600.0
2018-10-01,296.0,19529.0,17783.0,19870.0,69.0,382.5,126.0,296.0,292.0,365.0,355.0,18222.0,18596.0,370.0,3850.0,23000.0,6075.0,322.5,19016.0,321.0,387.5,375.0,5866.0,3955.0,40.0,42600.0
2018-10-08,300.0,19477.0,17906.0,19853.0,70.0,380.0,121.0,299.0,292.0,360.0,360.0,18304.0,18596.0,366.0,4150.0,23750.0,6475.0,322.5,18987.0,325.0,386.5,375.0,5866.0,3955.0,40.0,41500.0
2018-10-15,303.0,19496.0,17983.0,19794.0,71.0,381.0,119.0,303.0,293.0,360.0,360.0,18271.0,18594.0,365.0,4150.0,23750.0,6475.0,322.5,19007.0,328.0,386.5,381.5,5866.0,3955.0,40.0,40800.0
2018-10-22,301.0,19509.0,17900.0,19731.0,73.0,395.0,116.0,304.0,295.0,360.0,360.0,18245.0,18465.0,365.0,4150.0,23750.0,6475.0,327.5,19020.0,328.0,387.5,381.5,5866.0,3955.0,40.0,39700.0
2018-10-29,303.0,19607.0,17965.0,19677.0,76.0,391.5,106.0,305.0,297.0,355.0,357.0,18048.0,18401.0,364.0,4150.0,23750.0,6475.0,335.0,18894.0,331.0,387.5,377.5,6284.0,4234.0,46.0,39500.0
2018-11-05,306.0,19495.0,17937.0,19243.0,75.0,390.0,106.0,315.0,297.0,350.0,357.0,18062.0,17969.0,364.0,4280.0,22750.0,6400.0,339.0,19000.0,337.0,386.5,385.0,6284.0,4234.0,46.0,38800.0
2018-11-12,310.0,19135.0,17792.0,18834.0,75.0,390.0,106.0,315.0,305.0,350.0,357.0,17624.0,17748.0,364.0,4280.0,22750.0,6400.0,335.0,18718.0,338.0,386.5,382.5,6284.0,4234.0,46.0,38300.0
2018-11-19,308.0,18630.0,17406.0,18308.0,75.0,387.5,100.0,313.0,306.0,350.0,352.0,17113.0,17158.0,364.0,4280.0,22750.0,6400.0,335.0,18294.0,336.0,386.5,380.0,6284.0,4234.0,46.0,38000.0
2018-11-26,304.0,18130.0,17247.0,17830.0,73.0,386.5,96.0,310.0,292.0,350.0,347.0,16588.0,16667.0,364.0,4280.0,22750.0,6400.0,327.5,17864.0,329.0,385.0,375.0,6279.0,4298.0,48.0,37600.0
2018-12-03,295.0,17631.0,16766.0,17333.0,65.0,382.5,87.0,307.0,286.0,350.0,336.0,16123.0,16142.0,364.0,4280.0,22750.0,6400.0,322.5,17434.0,318.0,385.0,370.0,6279.0,4298.0,48.0,37600.0
2018-12-10,278.0,17068.0,16774.0,16881.0,67.0,379.0,87.0,289.0,276.0,350.0,332.0,15754.0,15632.0,360.0,4550.0,22750.0,6750.0,317.5,17120.0,309.0,381.0,362.5,6279.0,4298.0,48.0,37300.0
2018-12-17,278.0,17345.0,17160.0,16698.0,68.0,376.5,87.0,280.0,275.0,345.0,322.0,15150.0,15444.0,355.0,4550.0,22750.0,6750.0,302.5,16458.0,301.0,375.0,352.5,6279.0,4298.0,48.0,37000.0
2018-12-24,271.0,17312.0,17172.0,16810.0,71.0,367.5,88.5,269.0,255.0,345.0,323.0,15326.0,15545.0,350.0,4550.0,22750.0,6750.0,300.0,16414.0,292.0,372.5,347.5,6279.0,4298.0,48.0,36700.0
